FROM,TO,TRIPS
TPA  Anderson Rd,Apollo Beach  Ruskin,85.7468741685152
TPA  Anderson Rd,CZ2,223.274946353864
TPA  Anderson Rd,CZ4,599.706191807985
TPA  Anderson Rd,Citrus Park,1085.35547711496
TPA  Anderson Rd,Downtown,2803.81115701306
TPA  Anderson Rd,East Town,1168.32973773641
TPA  Anderson Rd,External,3713.37389721163
TPA  Anderson Rd,Gibsonton,405.471713771811
TPA  Anderson Rd,Harney Canal,519.526007473469
TPA  Anderson Rd,Hernando  Citrus,2011.34293110657
TPA  Anderson Rd,MacDill AFB,227.717901439348
TPA  Anderson Rd,Manatee Spur,107.499902248383
TPA  Anderson Rd,NE Hilsborough,2644.38272461295
TPA  Anderson Rd,NW Hilsborough,53596.8472264468
TPA  Anderson Rd,New Tampa,98.347529232502
TPA  Anderson Rd,Pasco,7582.2563324846
TPA  Anderson Rd,Pinellas,11228.5325195784
TPA  Anderson Rd,Plant City Area,109.356436312199
TPA  Anderson Rd,Port of Tampa  50th St Corridor,210.421962529421
TPA  Anderson Rd,SE Hillsborough,1663.11325951107
TPA  Anderson Rd,SW Hillsborough,4486.15108312224
TPA  Anderson Rd,TPA  Anderson Rd,30482.3462488055
TPA  Anderson Rd,Tampa Central,23882.6371958854
TPA  Anderson Rd,USF  Hosp  Busch,622.266665944815
TPA  Anderson Rd,West Brandon,677.422910549911
TPA  Anderson Rd,Westshore  Rocky Point,9071.20378203383
Tampa Central,Apollo Beach  Ruskin,957.044674992445
Tampa Central,CZ2,1431.34731897619
Tampa Central,CZ4,3927.62466071727
Tampa Central,Citrus Park,1528.29398538172
Tampa Central,Downtown,45624.3568497819
Tampa Central,East Town,22238.8466766614
Tampa Central,External,16324.7309047513
Tampa Central,Gibsonton,4209.66598598738
Tampa Central,Harney Canal,22894.2762333492
Tampa Central,Hernando  Citrus,2153.30341327371
Tampa Central,MacDill AFB,831.491984933615
Tampa Central,Manatee Spur,219.05785985291
Tampa Central,NE Hilsborough,33795.5526009605
Tampa Central,NW Hilsborough,95776.5522817358
Tampa Central,New Tampa,4455.24625198229
Tampa Central,Pasco,25636.6434367233
Tampa Central,Pinellas,23018.008865657
Tampa Central,Plant City Area,724.785998981446
Tampa Central,Port of Tampa  50th St Corridor,4555.57486034982
Tampa Central,SE Hillsborough,16749.0379687997
Tampa Central,SW Hillsborough,28402.7375072106
Tampa Central,TPA  Anderson Rd,23882.6371475471
Tampa Central,Tampa Central,601741.963952309
Tampa Central,USF  Hosp  Busch,53700.1320418884
Tampa Central,West Brandon,9293.40829938615
Tampa Central,Westshore  Rocky Point,34346.0970520557
USF  Hosp  Busch,Apollo Beach  Ruskin,175.389352305792
USF  Hosp  Busch,CZ2,436.334802299738
USF  Hosp  Busch,CZ4,943.97558249865
USF  Hosp  Busch,Citrus Park,222.255250751972
USF  Hosp  Busch,Downtown,2146.35062545911
USF  Hosp  Busch,East Town,1011.26784873015
